IDquery;Q116
Number of distance computations:91076
IDquery;Q553
0.67398053;D16739
0.7471867;D4079
0.8155937;D99692
0.8267;D51026
0.84429;D21222
0.8565328;D38173
0.86240876;D44287
0.8654085;D19445
0.8799412;D82137
0.8827259;D45150
0.883446;D23306
0.886025;D62848
0.8915113;D19314
0.89652646;D25677
0.8976786;D12170
0.89895564;D6598
0.9031718;D39284
0.904026;D70504
0.90576214;D84956
0.91336614;D32585
0.9188254;D9807
0.92182136;D87099
0.924867;D17498
0.9250132;D11407
0.9258539;D16190
0.9269723;D67513
0.9308779;D42154
0.9315492;D13180
0.93164533;D78714
0.93176895;D14833
Number of distance computations:74319
IDquery;Q795
0.82770026;D26415
0.8841635;D54347
0.8997375;D67759
0.900212;D38297
0.90776354;D67942
0.9087124;D77565
0.94708616;D98288
0.94745696;D56979
0.9615922;D30241
0.96505535;D38319
0.96677554;D37925
0.9684556;D85758
0.970906;D83956
0.974549;D2158
0.9772665;D7982
0.9791723;D39192
0.9794941;D18799
0.9820628;D50446
0.98346514;D59310
0.9852411;D64800
0.98914325;D86084
0.99820274;D10122
1.0018162;D32170
1.0028001;D38060
1.0044649;D69324
1.0070863;D22620
1.0079134;D77044
1.0108238;D92575
1.0116037;D42853
1.0217373;D65183
Number of distance computations:94109
IDquery;Q318
0.84006137;D62949
0.8600001;D42000
0.8884228;D23476
0.88869226;D53869
0.8902314;D74258
0.91929084;D57243
0.9264368;D78869
0.9322422;D31759
0.93705606;D70468
0.94572264;D64569
0.9642257;D54365
0.9692401;D6871
0.986426;D28082
1.0001382;D20039
1.0010526;D85337
1.0027143;D70942
1.003775;D15817
1.0119559;D49057
1.0142688;D99065
1.0147169;D57232
1.0183508;D39851
1.0204074;D10344
1.031994;D93557
1.0362965;D78947
1.0402544;D60814
1.0410736;D65707
1.0427064;D79982
1.0428419;D89495
1.04373;D44899
1.0448562;D93713
Number of distance computations:92860
IDquery;Q317
0.58884555;D18027
0.7516959;D77861
0.76006573;D24078
0.76673734;D72576
0.7794039;D8423
0.82682073;D95499
0.83966655;D43337
0.84389514;D53609
0.8555346;D77414
0.8699266;D42282
0.8707687;D37831
0.87324005;D16316
0.87957585;D49771
0.885873;D45921
0.8872798;D12285
0.8908318;D83779
0.89220184;D11474
0.89830077;D66826
0.9012019;D49971
0.9012997;D3138
0.90272814;D48011
0.90471804;D88966
0.90954924;D35680
0.90958583;D64758
0.912295;D48676
0.9160292;D8687
0.9196884;D61909
0.9201694;D3372
0.9234879;D54604
0.9330445;D67218
Number of distance computations:73481
IDquery;Q559
0.8229801;D33734
0.857519;D91064
0.8744622;D43308
0.87796986;D25885
0.87901825;D38641
0.89954305;D14442
0.9000454;D13442
0.90151346;D11915
0.9059397;D7137
0.9198977;D72754
0.9322443;D40460
0.9333122;D89974
0.93340737;D60167
0.93749404;D2174
0.9388285;D2723
0.94131386;D13228
0.94254965;D10944
0.9487075;D6728
0.95302176;D28837
0.95398927;D14319
0.96303004;D73482
0.96718705;D32085
0.9674578;D14855
0.9677308;D83505
0.9733531;D8917
0.974714;D60857
0.97714514;D11383
0.97724056;D46145
0.9838764;D77637
0.98625654;D26492
Number of distance computations:82983
IDquery;Q319
0.6771118;D84671
0.7661273;D85050
0.7727434;D21526
0.79441434;D78385
0.8069757;D669
0.82926315;D14549
0.84768164;D59926
0.8514189;D684
0.8551431;D39503
0.8683736;D58327
0.8770347;D2920
0.8828884;D89867
0.8833367;D6762
0.8866074;D21612
0.90222555;D98212
0.90772545;D24856
0.917432;D9172
0.9260405;D3585
0.92881745;D66109
0.9321204;D56116
0.9351325;D50267
0.9391679;D13226
0.9472078;D76410
0.958192;D26433
0.9591809;D15545
0.95956886;D44078
0.9611418;D85864
0.96133786;D6135
0.96626776;D27986
0.9675154;D99180
Number of distance computations:86111
IDquery;Q561
0.68993753;D82617
0.780497;D17991
0.7937811;D4271
0.82703006;D22466
0.83374536;D11320
0.8543208;D25250
0.85734606;D13374
0.8593058;D51517
0.87025166;D39698
0.88048005;D36278
0.88237846;D36672
0.8869185;D51772
0.8881204;D17759
0.8916261;D95449
0.9217201;D99821
0.92373794;D34382
0.92737675;D52062
0.9303593;D56068
0.9354031;D25889
0.9404669;D33067
0.94382155;D58228
0.94572073;D4477
0.9534192;D77688
0.9551809;D16324
0.9599977;D61291
0.96202606;D33431
0.9620573;D58701
0.9664654;D72650
0.968159;D85832
0.9689569;D66164
Number of distance computations:80905
IDquery;Q560
0.8099261;D73362
0.8187966;D91678
0.82879406;D94995
0.86888826;D54226
0.88609934;D85152
0.8943291;D67359
0.9120833;D94432
0.9130601;D935
0.92765325;D5503
0.93305296;D13022
0.93574756;D32577
0.93879294;D43506
0.94171596;D55828
0.9417203;D41067
0.9506059;D86742
0.95127195;D65409
0.95598924;D80805
0.9562487;D99901
0.96056134;D92431
0.96779203;D82857
0.9771559;D11583
0.9826514;D70737
0.9838262;D65684
0.9850956;D90805
0.98945826;D77693
0.99072903;D1514
0.9914476;D95906
0.99453694;D78109
0.996971;D15912
0.9986412;D38628
Number of distance computations:89942
IDquery;Q303
0.7837636;D62075
0.8126785;D79816
0.821742;D5009
0.83584774;D44392
0.84231794;D44222
0.8497123;D90825
0.8589733;D36731
0.8603021;D74406
0.8646455;D58619
0.86632675;D89346
0.8709676;D97988
0.8711257;D21192
0.87237895;D76898
0.8725805;D15556
0.8756053;D98406
0.87712955;D76888
0.87746274;D76587
0.8816101;D20277
0.89097285;D22423
0.8926983;D92311
0.89527726;D26926
0.89923286;D53426
0.90055573;D77642
0.90106344;D79087
0.9051601;D29930
0.90697414;D29976
0.9073902;D35254
0.9075514;D87720
0.9077536;D50788
0.908323;D83441
Number of distance computations:82612
IDquery;Q545
0.74081856;D93838
0.79440325;D58659
0.88577;D9985
0.88696426;D68535
0.9165642;D90986
0.9199075;D4968
0.9443881;D31675
0.9449635;D62558
0.9473587;D4520
0.94835377;D55523
0.94868416;D99042
0.9539109;D82192
0.95574737;D9839
0.9566745;D29669
0.9626068;D53353
0.96464306;D50673
0.9712183;D87248
0.97346306;D13850
0.97378165;D90133
0.9747497;D95173
0.9809801;D30953
0.9831376;D5519
0.98561674;D38483
0.9896439;D72131
0.9909718;D74818
0.99186057;D27475
0.9937589;D5121
0.9941787;D18206
0.9967627;D44502
0.9990578;D84505
Number of distance computations:90993
IDquery;Q787
0.77054685;D38666
0.7754443;D68101
0.7789659;D20578
0.7845049;D39733
0.8160902;D66385
0.8206348;D70165
0.8270329;D65283
0.8281452;D85213
0.83343583;D991
0.83891344;D25307
0.8418115;D13064
0.8444596;D99087
0.8447781;D69458
0.84940207;D79912
0.85114986;D34719
0.8534658;D80675
0.8597738;D30327
0.86095095;D24793
0.86335987;D34739
0.86438435;D61910
0.86504626;D42789
0.86635005;D36718
0.86809504;D51051
0.8731478;D93639
0.87413305;D47507
0.87671375;D62400
0.877406;D7934
0.88271415;D91127
0.88541543;D92274
0.8936621;D67313
Number of distance computations:57418
IDquery;Q302
0.73732674;D85928
0.7724658;D62345
0.83778983;D66912
0.85984176;D86474
0.8635243;D81111
0.8679074;D83973
0.87170863;D48936
0.8737435;D90589
0.89086443;D50904
0.89144105;D50638
0.8958228;D74107
0.8970842;D62920
0.90209186;D99636
0.90393865;D15193
0.90737486;D79453
0.90804446;D97440
0.9113963;D50543
0.9115539;D58334
0.9119101;D74042
0.91291654;D68463
0.91540897;D64536
0.91721916;D54695
0.92928123;D44787
0.9316955;D69847
0.93585086;D31874
0.9374644;D61033
0.9416218;D53519
0.94365185;D79192
0.94442594;D28536
0.94463146;D64592
Number of distance computations:87360
IDquery;Q544
0.8550789;D29337
0.86444956;D67559
0.9125942;D79333
0.9158799;D64289
0.9373847;D22989
0.94643605;D5826
0.9522469;D94276
0.9552061;D66836
0.95765954;D91355
0.9775309;D47061
0.99604446;D57102
0.99909765;D72126
1.002243;D45401
1.0084984;D94405
1.0086803;D48840
1.0205501;D38784
1.0269768;D25131
1.0280179;D59063
1.0303319;D49499
1.0324067;D30020
1.0336604;D46910
1.0353628;D13277
1.036743;D36091
1.0436306;D90310
1.0449055;D26572
1.0453262;D3979
1.047279;D2239
1.0502586;D9597
1.0526298;D74181
1.0558244;D69474
Number of distance computations:90804
IDquery;Q786
0.83323014;D10840
0.849763;D86056
0.8720871;D31262
0.87566274;D66307
0.88603044;D2378
0.89162654;D23538
0.9413022;D93696
0.94972503;D71794
0.9584545;D97596
0.960248;D33690
0.96065426;D22837
0.96421474;D81167
0.9700738;D86152
0.97410256;D61768
0.9749054;D92659
0.98169124;D50753
0.9847903;D61065
0.9852425;D41213
0.98577434;D33810
0.9908113;D2423
0.9961451;D5693
0.99872965;D68958
0.9990287;D92157
1.0020555;D7689
1.0023689;D40336
1.0051216;D66109
1.0093474;D75424
1.0106314;D29343
1.010683;D20625
1.0109771;D71622
Number of distance computations:90871
IDquery;Q305
0.8340656;D34056
0.84877104;D40551
0.86890405;D58751
0.8981067;D28065
0.91087216;D14610
0.91449755;D10692
0.9232053;D17787
0.9235895;D77512
0.9309524;D97825
0.9350667;D83059
0.93530524;D347
0.9370337;D2264
0.9371925;D18163
0.93817466;D32026
0.94361496;D23293
0.94368964;D19470
0.94516647;D75266
0.95103514;D70318
0.9589508;D10595
0.9592866;D63189
0.95988256;D59210
0.9634763;D67581
0.9692097;D17164
0.9705472;D35902
0.9705624;D6818
0.9713532;D79325
0.97203803;D62788
0.9732586;D76721
0.9743415;D56714
0.9786307;D2286
Number of distance computations:75935
IDquery;Q547
0.7279846;D81401
0.78068095;D89550
0.78430265;D88346
0.84853417;D3103
0.8617132;D81321
0.8700756;D74920
0.8773721;D29964
0.88548577;D92296
0.89057237;D40074
0.89209616;D6657
0.8987851;D24645
0.9017951;D68485
0.9103138;D59926
0.93131006;D41289
0.9367686;D86805
0.94682634;D35835
0.95638204;D98327
0.956584;D55316
0.96117264;D97506
0.9612351;D43451
0.96311986;D87204
0.97503304;D16452
0.97533345;D81063
0.9778907;D54
0.98068255;D1904
0.98295534;D47810
0.98477066;D81749
0.9869353;D24798
0.9877714;D73767
0.9907849;D15938
Number of distance computations:89730
IDquery;Q789
0.77344537;D7352
0.77889353;D54244
0.78891325;D53359
0.7917259;D53591
0.7975748;D67886
0.7992038;D10956
0.80897695;D93075
0.8168739;D87113
0.82900673;D13891
0.8365101;D21603
0.84541047;D1241
0.847107;D61166
0.8551047;D93988
0.855857;D54947
0.85723925;D40446
0.86899734;D9918
0.872382;D93229
0.87286067;D88009
0.87983733;D93000
0.8854531;D95097
0.89274216;D83253
0.8932255;D11121
0.89430267;D72628
0.8990844;D14120
0.9035602;D23008
0.90870404;D42097
0.9112632;D16745
0.911366;D25364
0.9125692;D81944
0.91433144;D57184
Number of distance computations:63894
IDquery;Q304
0.6929547;D21170
0.74506694;D4719
0.7696443;D16021
0.776327;D52669
0.7782077;D80755
0.79150856;D44533
0.81000704;D70586
0.8162379;D62906
0.81794757;D12266
0.82301587;D29953
0.8281845;D1544
0.83076674;D98343
0.8397084;D85309
0.83981776;D92821
0.8402192;D46172
0.8445182;D10961
0.8459579;D18571
0.8475933;D57156
0.85147923;D23227
0.8586653;D68073
0.8587848;D6601
0.86036533;D63149
0.8720343;D68784
0.8742225;D43417
0.8743892;D17965
0.8753872;D47773
0.8758608;D78780
0.87815195;D83759
0.88178635;D66996
0.88234425;D33677
Number of distance computations:50013
IDquery;Q546
0.64491546;D16655
0.78035325;D29379
0.8005555;D83744
0.8458711;D77630
0.8971101;D43197
0.92490155;D43573
0.9413758;D19149
0.9444507;D56632
0.94760245;D61527
0.9593039;D44538
0.96513253;D44221
0.97888607;D91312
0.9894829;D57634
0.9914679;D62062
0.9936971;D93879
0.9940069;D56486
0.9969767;D61434
1.002242;D59935
1.0027647;D8663
1.0037423;D70595
1.005979;D89698
1.0063975;D1732
1.008054;D26085
1.0103223;D36658
1.0105376;D15903
1.0133579;D32825
1.0187443;D99778
1.0211936;D12970
1.030123;D60100
1.0309614;D6064
Number of distance computations:82918
IDquery;Q788
0.70452857;D73288
0.74310905;D61006
0.78475696;D24819
0.82713604;D65074
0.8325338;D3141
0.8386782;D43230
0.8554267;D12970
0.8598909;D86379
0.86130935;D77541
0.8635067;D67886
0.8679079;D39602
0.87971485;D41479
0.88338715;D20860
0.88441926;D36125
0.8870994;D17264
0.887196;D73527
0.89343786;D92851
0.89554036;D51936
0.8973106;D73357
0.89806104;D25441
0.9086834;D61075
0.9108969;D72646
0.9192029;D66889
0.91963184;D39438
0.92072725;D95773
0.9220641;D7355
0.93019915;D58464
0.93103683;D70380
0.93115807;D49423
0.93186796;D44353
Number of distance computations:80584
IDquery;Q541
0.72395056;D25656
0.72878;D99303
0.7310412;D44765
0.7568824;D20697
0.77091825;D23906
0.78646606;D58396
0.78863645;D16381
0.7932211;D4841
0.8014821;D66198
0.8107474;D32085
0.81208676;D1548
0.8124311;D3306
0.82056797;D36710
0.8212439;D14842
0.8246746;D20253
0.8248625;D61779
0.8305793;D3998
0.8327089;D29160
0.8369826;D75360
0.8405374;D64914
0.84276694;D93189
0.8558204;D83903
0.8576623;D25376
0.8602703;D44526
0.86428076;D94586
0.86666024;D66690
0.8732252;D71156
0.8733898;D15015
0.8777929;D6703
0.87804776;D43310
Number of distance computations:62898
IDquery;Q783
0.67821693;D48363
0.68737495;D66519
0.76170725;D94737
0.8495044;D49553
0.86459506;D35496
0.8672146;D75226
0.86793435;D26350
0.8806951;D23452
0.8834973;D59330
0.8841668;D93098
0.88422877;D37014
0.8932638;D99683
0.9071056;D80945
0.9075451;D83052
0.9105852;D63402
0.91251343;D8018
0.9151302;D12583
0.91646606;D34189
0.92189336;D14397
0.9253378;D58993
0.9271432;D97304
0.93068415;D47624
0.9310603;D8976
0.93249035;D93173
0.93333983;D76614
0.9367313;D50192
0.9389949;D37421
0.93967575;D47686
0.9418418;D8961
0.9428568;D44946
Number of distance computations:84400
IDquery;Q540
0.7902082;D61796
0.8113806;D74525
0.81714916;D75918
0.83972234;D19046
0.8568988;D6355
0.89212567;D63805
0.89576507;D97664
0.897957;D91648
0.9063861;D36912
0.9241378;D89593
0.9263182;D36016
0.9300365;D99778
0.9333057;D4596
0.94239765;D75243
0.94425136;D38719
0.9487762;D42774
0.952458;D53193
0.95917815;D83252
0.96922094;D19193
0.97751606;D59935
0.9904262;D88699
0.99699533;D53169
0.9992022;D33362
0.9999215;D7447
1.0008951;D93832
1.0010618;D38132
1.002133;D27987
1.0039477;D69264
1.0045866;D63731
1.0102988;D9080
Number of distance computations:89578
IDquery;Q782
0.91566014;D87422
0.93003565;D40591
0.93860435;D13395
0.94861877;D3883
0.96337205;D13662
0.96764123;D54774
0.9766477;D22385
0.97703636;D95284
0.9788658;D90402
0.9908022;D30865
0.99126923;D72606
0.99888116;D21071
0.9999736;D23653
1.000993;D25992
1.0040636;D3036
1.0111691;D70751
1.0112734;D64258
1.0126462;D59946
1.0193896;D4003
1.0197856;D6702
1.0204265;D9963
1.0248473;D2735
1.0260327;D85768
1.0369762;D61912
1.0382564;D53797
1.0409677;D14283
1.0428873;D89070
1.0460447;D3455
1.0475607;D91506
1.0492353;D63511
Number of distance computations:88607
IDquery;Q301
0.6162125;D6030
0.8170115;D25714
0.8427358;D7570
0.8491709;D69828
0.8677203;D44153
0.87802726;D47528
0.89424825;D37944
0.9133603;D59438
0.9170487;D94883
0.926216;D8143
0.93067837;D35967
0.9333824;D5560
0.9343567;D36015
0.9387408;D40749
0.9432406;D71712
0.9468103;D65111
0.96922445;D23114
0.9753353;D37664
0.9763528;D98485
0.9770046;D51412
0.9785475;D24925
0.9799777;D22237
0.9882454;D71975
0.9991159;D68039
0.99937433;D59994
0.9993978;D30026
1.0000052;D69094
1.0060747;D23137
1.0073384;D31376
1.0118233;D41420
Number of distance computations:79526
IDquery;Q543
0.8046969;D11267
0.8689548;D48027
0.8905058;D6859
0.90970993;D57389
0.91269463;D86801
0.91993624;D14945
0.9243737;D65934
0.9254978;D5973
0.92926794;D74837
0.93019056;D51249
0.93910855;D3416
0.950011;D50463
0.95414007;D87822
0.9585316;D27928
0.96863514;D26604
0.97157574;D7861
0.9738785;D92097
0.9743418;D76851
0.9743557;D49960
0.9757178;D62463
0.97712636;D30137
0.9826611;D6561
0.98415124;D21167
0.986241;D40055
0.9908753;D78798
0.99107724;D66488
0.994564;D77552
1.0004998;D42455
1.0049183;D57716
1.0055746;D22309
Number of distance computations:94041
IDquery;Q785
0.7911709;D65302
0.8428953;D44401
0.8636328;D6764
0.8718648;D63826
0.87200654;D8182
0.8781243;D60469
0.8805038;D75004
0.88771915;D24892
0.9041101;D68463
0.90514797;D1934
0.918422;D25507
0.9187706;D45028
0.9277834;D36730
0.93092585;D97591
0.93284726;D55271
0.9366878;D54392
0.93916476;D62860
0.9405412;D59021
0.9422145;D41950
0.94354945;D25287
0.9440985;D82124
0.9469726;D24699
0.94807374;D37822
0.94808716;D33136
0.9588288;D84465
0.9594929;D62540
0.961081;D44006
0.9627395;D19417
0.9635398;D27912
0.9665362;D25472
Number of distance computations:82855
IDquery;Q300
0.8399542;D11135
0.87091416;D17477
0.87243694;D76201
0.9012267;D898
0.90948254;D50296
0.91591555;D65755
0.9196599;D71397
0.9222565;D31950
0.92717713;D74681
0.93273103;D17356
0.9429735;D9340
0.9562892;D82989
0.957776;D25672
0.9577857;D93767
0.9616624;D79026
0.96560603;D67466
0.97101456;D16384
0.9762165;D14752
0.97715056;D96798
0.9787744;D32551
0.98302907;D96836
0.98310626;D20421
0.9857756;D20495
0.98790306;D63599
0.98872197;D59652
0.99269724;D42065
0.9936327;D11619
0.9975871;D62323
0.9983826;D99699
0.9997493;D80345
Number of distance computations:92106
IDquery;Q542
0.82207286;D45611
0.8804777;D40853
0.8985863;D90223
0.904369;D7954
0.9049467;D49253
0.9264193;D6197
0.94968575;D87646
0.9504863;D97185
0.9553517;D13078
0.96215475;D98720
0.9658822;D43157
0.9757084;D60539
0.9775941;D99424
0.97884333;D50511
0.98123986;D67036
0.9837832;D23179
0.9887772;D18457
0.998293;D53426
1.0055449;D1867
1.0068656;D67350
1.008903;D44513
1.00952;D29056
1.0095825;D16069
1.0121124;D88047
1.0146282;D66142
1.0182794;D11369
1.0194391;D96760
1.0234717;D96399
1.0247601;D91377
1.0289267;D78250
Number of distance computations:90668
IDquery;Q784
0.77367634;D9252
0.8038375;D62326
0.8268653;D8267
0.8387371;D49036
0.8425514;D17251
0.85460466;D74996
0.85737216;D27238
0.8728477;D61469
0.87376106;D97695
0.8754774;D33228
0.88662016;D51311
0.888618;D11497
0.889477;D82006
0.8899559;D44169
0.8905128;D33531
0.9088772;D63128
0.9090866;D35569
0.90953535;D13443
0.91245776;D21377
0.92180324;D59139
0.92338365;D62051
0.93423015;D13619
0.9368148;D46058
0.94200826;D82590
0.9423032;D18198
0.94872254;D63928
0.948874;D94854
0.9510499;D39182
0.9543921;D73878
0.9576319;D85332
Number of distance computations:81001
IDquery;Q307
0.75127536;D45418
0.7682343;D95838
0.7794807;D8288
0.8080463;D91288
0.81221175;D63733
0.83867705;D42387
0.8469411;D6023
0.85488725;D23572
0.863955;D21987
0.8696572;D74751
0.8709571;D76860
0.8741781;D77035
0.8837392;D50088
0.8900032;D22234
0.89002126;D84338
0.8958751;D75024
0.8977643;D30102
0.89782166;D98073
0.9109058;D15574
0.91170543;D91183
0.91286755;D99314
0.9131521;D42855
0.91522944;D55363
0.92602277;D86590
0.92633975;D46026
0.9277583;D94948
0.9283773;D41358
0.928584;D26692
0.929874;D42008
0.932044;D53644
Number of distance computations:71160
IDquery;Q549
0.7172253;D20258
0.7855569;D90208
0.80583555;D69974
0.830609;D82931
0.8397095;D74756
0.84393686;D65190
0.8447643;D21616
0.852355;D50034
0.85651094;D56562
0.86805975;D89808
0.8822419;D19783
0.88742375;D92915
0.8882784;D21687
0.8950722;D79548
0.9026848;D24287
0.90902895;D36266
0.90914804;D67297
0.90997756;D85481
0.91571796;D7024
0.92459106;D51936
0.9342146;D26000
0.9355292;D35276
0.93699837;D71200
0.94557583;D73390
0.94584554;D25196
0.94906145;D84273
0.94922966;D78867
0.95158714;D22390
0.9517705;D22610
0.9551632;D57936
Number of distance computations:86812
IDquery;Q306
0.7974038;D74508
0.79999876;D40417
0.81652033;D58092
0.8381788;D55930
0.849703;D70268
0.85319203;D41607
0.8635213;D47653
0.88308257;D28989
0.8837364;D99315
0.88417953;D83702
0.89564294;D11983
0.90226024;D13568
0.9319836;D42802
0.9340965;D62182
0.947341;D57713
0.9481298;D89017
0.95293516;D88609
0.95319116;D3232
0.9539432;D9972
0.95440865;D62961
0.95500237;D92637
0.95570415;D19231
0.9563943;D95903
0.9604767;D68111
0.96049017;D1892
0.96068686;D93656
0.9638711;D16318
0.96440023;D46922
0.9672981;D43690
0.9707413;D32288
Number of distance computations:87979
IDquery;Q548
0.8389476;D57650
0.8500743;D86978
0.8631384;D76702
0.8637253;D25212
0.874687;D62171
0.8782739;D84550
0.88214445;D65967
0.88433874;D11853
0.8899157;D10973
0.8911426;D91042
0.89314264;D14874
0.8956086;D14607
0.89600176;D718
0.9022896;D39221
0.90349203;D27025
0.90778387;D75732
0.91359574;D61324
0.9158543;D94159
0.9180042;D67787
0.91918564;D75997
0.92665267;D20907
0.9312014;D95980
0.9332652;D61451
0.93477064;D12917
0.9427034;D68617
0.9434485;D9440
0.94347703;D94695
0.94522035;D44321
0.946145;D84770
0.9487041;D71317
Number of distance computations:81366
IDquery;Q309
0.8108855;D47729
0.81345904;D93267
0.8764158;D21493
0.8888402;D21012
0.8898562;D72565
0.8935156;D98957
0.89502823;D94587
0.89647204;D29428
0.9120983;D41054
0.91673076;D94443
0.91772085;D51975
0.9294475;D72808
0.92951113;D93422
0.9407785;D55159
0.9426143;D17505
0.94884384;D22960
0.9490342;D60354
0.9504233;D52443
0.9542725;D72671
0.96342254;D48419
0.9651243;D62782
0.9664756;D9574
0.9699355;D77741
0.97318953;D18778
0.9732909;D8887
0.98185414;D15813
0.9865261;D923
0.99069154;D59899
0.9919813;D58189
0.9963812;D23372
Number of distance computations:82802
IDquery;Q308
0.8314408;D30302
0.86848843;D52942
0.8702975;D48542
0.8970286;D61593
0.8981827;D34320
0.93766147;D2259
0.9388306;D82131
0.96140397;D49624
0.9619295;D23373
0.96278524;D85202
0.96452147;D44465
0.9647577;D10864
0.96904564;D40735
0.97805625;D49972
0.97841704;D20864
0.9788824;D32846
0.98624116;D21896
0.9866038;D88679
0.9881566;D70876
0.992055;D6273
0.99983954;D37847
0.99985546;D20365
1.0096602;D45518
1.0137718;D48158
1.0174063;D1367
1.0209459;D78594
1.0220407;D76024
1.0257972;D17567
1.027144;D77388
1.0274054;D25034
Number of distance computations:88190
IDquery;Q790
0.75805175;D65356
0.779976;D5704
0.81909525;D52705
0.8449533;D61990
0.85309607;D28418
0.87623847;D82313
0.87792397;D73990
0.8817818;D18877
0.8885126;D81375
0.89736396;D21559
0.9004011;D6581
0.90239185;D24222
0.9303709;D92361
0.94113624;D60196
0.94508004;D37430
0.9477428;D33686
0.94918156;D6600
0.9503844;D9106
0.95159066;D11616
0.9657167;D25397
0.96617085;D85289
0.98844653;D61861
0.9919619;D95715
0.99846274;D42796
1.00121;D85188
1.003138;D24901
1.0036246;D32745
1.0036635;D46209
1.0041202;D58788
1.0043734;D61552
Number of distance computations:94599
IDquery;Q550
0.8249934;D46987
0.8498318;D5146
0.866475;D47918
0.8790988;D32153
0.88320327;D63384
0.8862508;D52188
0.88822925;D81110
0.89118767;D19513
0.8941188;D72256
0.9078427;D35878
0.9172082;D49374
0.9174106;D67453
0.91946936;D85083
0.9220179;D5352
0.9242912;D87118
0.9266121;D75924
0.93608415;D4015
0.937696;D83152
0.93880254;D72974
0.9417136;D56887
0.9419333;D25638
0.95055914;D1975
0.9518674;D45098
0.9537316;D75186
0.95593923;D77325
0.95859873;D13099
0.9604137;D6626
0.9615486;D80278
0.96248287;D14282
0.9677633;D33767
Number of distance computations:84145
IDquery;Q792
0.76929927;D63577
0.8584263;D28018
0.87804043;D80845
0.8962757;D26723
0.90331715;D2010
0.9050434;D32707
0.90830827;D28366
0.9093142;D70570
0.9153168;D34132
0.9185265;D54984
0.9296948;D38515
0.93242633;D47404
0.9348368;D95818
0.9410677;D90689
0.9425199;D14307
0.9434023;D51935
0.9444517;D97353
0.9451563;D76171
0.94950426;D58323
0.9663717;D70396
0.97041744;D37223
0.9721258;D90258
0.9774729;D31463
0.97961235;D10785
0.97996235;D37959
0.9827267;D73619
0.98426956;D82550
0.98691875;D90908
0.99980766;D26002
1.0033685;D55520
Number of distance computations:91052
IDquery;Q791
0.784842;D36109
0.8486563;D92661
0.854995;D60868
0.8997864;D50757
0.90119696;D3018
0.91848016;D88716
0.93454564;D36598
0.9515286;D23306
0.9565225;D21222
0.97182304;D88521
0.97416824;D69146
0.97554165;D23823
0.98348856;D4084
0.9857972;D52865
0.9865309;D4771
0.9883045;D89982
0.99063605;D23049
0.9967134;D87915
0.99707645;D31165
1.0016612;D78144
1.0020921;D40077
1.0030013;D28458
1.0034149;D39441
1.0091616;D49650
1.0095953;D2954
1.0130122;D88097
1.014082;D72993
1.0181874;D91697
1.0203768;D12843
1.0209024;D14997
Number of distance computations:88465
IDquery;Q336
0.80606455;D19511
0.81274897;D91529
0.8183249;D82955
0.86793584;D84982
0.8787534;D53293
0.8852548;D92639
0.8878761;D7053
0.89048934;D38966
0.91325426;D77934
0.9136198;D48254
0.9150126;D27224
0.91832346;D25417
0.9229579;D84208
0.9274762;D32136
0.9275613;D71885
0.9290087;D70372
0.93523145;D16821
0.936702;D53497
0.93828595;D11937
0.9385769;D71337
0.9414369;D99335
0.94233614;D72564
0.9440517;D94168
0.9445154;D92943
0.94737667;D56492
0.9504166;D30422
0.9511324;D7676
0.95419455;D7764
0.9551201;D15358
0.9564689;D2357
Number of distance computations:88215
IDquery;Q578
0.74256855;D81205
0.74702865;D15620
0.79321796;D39733
0.8002824;D21554
0.8181387;D61379
0.82355917;D12084
0.83254695;D68711
0.85677844;D31818
0.86145806;D62794
0.86761963;D59881
0.8705307;D92324
0.88151455;D59565
0.88260525;D44056
0.8857507;D87770
0.88845813;D61227
0.89226484;D4816
0.89377177;D46491
0.89458656;D14832
0.89528364;D31984
0.9005831;D30381
0.9043999;D678
0.9073616;D94930
0.9115915;D6868
0.9123638;D37091
0.9163209;D95715
0.91656476;D61778
0.91702163;D51461
0.91805845;D33120
0.9199409;D50981
0.92188543;D27612
Number of distance computations:73030
IDquery;Q335
0.7978171;D89277
0.8509471;D17302
0.89074886;D89675
0.96119446;D64521
0.96480346;D91808
0.98462445;D26171
0.98550886;D43691
0.99133295;D22949
0.9941691;D85855
0.99475676;D19327
0.9987706;D17860
1.0021867;D90453
1.0047764;D60554
1.0051786;D36689
1.0078679;D32030
1.0206802;D17412
1.0209253;D80715
1.0245887;D33948
1.0247796;D13321
1.0301334;D34635
1.032669;D95996
1.0374323;D63453
1.0381899;D70371
1.0415863;D41310
1.0434382;D25802
1.0524628;D52621
1.0549512;D54937
1.0553484;D30994
1.0557848;D40970
1.0560706;D10923
Number of distance computations:90419
IDquery;Q577
0.7666631;D20458
0.77519965;D49947
0.7828381;D72808
0.7835705;D95439
0.83307344;D15801
0.8526232;D75782
0.85372275;D90050
0.85539806;D28867
0.8607577;D54811
0.86380714;D29080
0.86505806;D87807
0.88540405;D32990
0.88991064;D42411
0.8927464;D63919
0.8949067;D70272
0.8981258;D25620
0.8987933;D47874
0.90134144;D12709
0.90721124;D94626
0.90818053;D69987
0.91176015;D78266
0.91539854;D34923
0.9160099;D29935
0.91746014;D41672
0.919032;D208
0.9198022;D28971
0.92061913;D65895
0.92151105;D34229
0.92308706;D84799
0.9237262;D31248
